sentence_id,screening,label,text
12897,-3,-1,"If we can get that across to the people of these countries, in this decade of the sixties, the struggle for freedom will be won."
12903,-3,-1,I would say that the issue will stay with us as a campaign issue just as long as Senator Kennedy persists in what I think is a fundamental error.
12904,-3,1,He says he supports the President's position.
12905,-3,1,He says that he voted for the resolution.
12906,-3,1,Well just let me point this out; he voted for the resolution in 1955 which gave the president the power to use the forces of the United States to defend Formosa and the offshore islands.
12907,-3,1,"But he also voted then for an amendment - which was lost, fortunately - an amendment which would have drawn a line and left out those islands and denied the p- right to the president to defend those islands if he thought that it was an attack on Formosa."
12908,-3,1,"He repeated that error in 1959, in the speech that he made."
12909,-3,0,He repeated it again in a television debate that we had.
12910,-3,-1,"Now, my point is this: Senator Kennedy has got to be consistent here."
12912,-3,-1,"Now if the Senator in his answer to this question will say ""I now will depart, or retract my previous views; I think I was wrong in I 955; I think I was wrong in 1959; and I think I was wrong in our television debate to say that we should draw a line leaving out Quemoy and Matsu - draw a line in effect abandoning these islands to the Communists;"" then this will be right out of the campaign because there will be no issue between us."
12913,-3,-1,I support the President's position.
12915,-3,-1,"I have opposed drawing a line because I know that the moment you draw a line, that is an encouragement for the Communists to attack - to step up their blackmail and to force you into the war that none of us want."
12916,-3,-1,And so I would hope that Senator Kennedy in his answer today would clear it up.
12917,-3,-1,"It isn't enough for him to say ""I support the President's position, that I voted for the resolution."""
12920,-3,-1,It's very simple for him to clear it up.
12924,-3,-1,"Well, Mr. Nixon, to go back to 1955."
12926,-3,1,"Then the President sent a mission, composed of Admiral Radford and Mr. Robertson, to persuade Chiang Kai-shek in the spring of fifty-five to withdraw from the two islands, because they were exposed."
12927,-3,1,The President was unsuccessful; Chiang Kai-shek would not withdraw.
12928,-3,1,"I refer to the fact that in 1958, as a member of the Senate Foreign Relations Committee, I'm very familiar with the position that the United States took in negotiating with the Chinese Communists on these two islands."
12932,-3,-1,Chiang Kai-shek will not withdraw.
12938,-3,1,"The first position you took, when this matter first came up, was that we should draw the line and commit ourselves, as a matter of principle, to defend these islands."
12939,-3,-1,Not as part of the defense of Formosa and the Pescadores.
12940,-3,1,You showed no recognition of the Administration program to try to persuade Chiang Kai-shek for the last five years to withdraw from the islands.
12941,-3,1,And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.
12950,-3,-1,"If I lose this election, I will continue in the Senate to try to build a stronger country."
12951,-3,-1,"But I run because I believe this year the United States has a great opportunity to make a move forward, to make a determination here at home and around the world, that it's going to reestablish itself as a vigorous society."
12952,-3,-1,"My judgment is that the Republican party has stood still here in the United States, and it's also stood still around the world."
12953,-3,1,Uh - We're using about fifty percent of our steel capacity today.
12956,-3,-1,We're not moving ahead in education the way we should.
12958,-3,-1,"If we stand still here, if we appoint people to ambassadorships and positions in Washington who have a status quo outlook, who don't recognize that this is a revolutionary time, then the United States does not maintain its influence."
12960,-3,-1,"I believe it incumbent upon the next president of the United States to get this country moving again, to get our economy moving ahead, to set before the American people its goals, its unfinished business."
12961,-3,-1,"And then throughout the world appoint the best people we can get, ambassadors who can speak the language - no mere - not merely people who made a political contribution but who can speak the language."
12962,-3,-1,Bring students here; let them see what kind of a country we have.
12964,-3,-1,"If that were true, why didn't we identify ourselves with the people of Africa?"
12965,-3,-1,Why didn't we bring students over here?
12969,-3,1,"It opposed all of the programs of President Roosevelt and others - the minimum wage and for housing and economic growth and development of our natural resources, the Tennessee Valley and all the rest."
12970,-3,-1,"And I believe that if we can get a party which believes in movement, which believes in going ahead, then we can reestablish our position in the world - strong defense, strong in economic growth, justice for our people, co- guarantee of constitutional rights, so that people will believe that we practice what we preach, and then around the world, particularly to try to reestablish the atmosphere which existed in Latin America at the time of Franklin Roosevelt."
12972,-3,-1,I believe it my responsibility as the leader of the Democratic party in 1960 to try to warn the American people that in this crucial time we can no longer afford to stand still.
12973,-3,-1,We can no longer afford to be second best.
12974,-3,-1,"I want people all over the world to look to the United States again, to feel that we're on the move, to feel that our high noon is in the future."
12975,-3,-1,"I want Mr. Khrushchev to know that a new generation of Americans who fought in Europe and Italy and the Pacific for freedom in World War II have now taken over in the United States, and that they're going to put this country back to work again."
12976,-3,-1,I don't believe that there is anything this country cannot do.
12977,-3,-1,"I don't believe there's any burden, or any responsibility, that any American would not assume to protect his country, to protect our security, to advance the cause of freedom."
12978,-3,-1,And I believe it incumbent upon us now to do that.
12980,-3,-1,I believe in 1960 and sixty-one and two and three we have a rendezvous with destiny.
12981,-3,-1,"And I believe it incumbent upon us to be the defenders of the United States and the defenders of freedom; and to do that, we must give this country leadership and we must get America moving again."
12983,-3,0,"Senator Kennedy has said tonight again what he has said several times in the course of this - these debates and in the campaign, that American is standing still."
12984,-3,-1,America is not standing still.
12986,-3,-1,"And let's set the record straight right now by looking at the record, as Al Smith used to say."
12988,-3,1,We built more houses in the last seven years than in any Administration and thirty percent more than in the previous Administration.
12989,-3,1,We talk about schools - three times as many classrooms built in the past Administration - and Eisenhower - than under the Truman Administration.
12991,-3,1,More progress in the past eight years than in the whole eighty years before.
12993,-3,1,We find four times as many projects undertaken and completed in this Administration than in the previous one.
12997,-3,-1,"Now the second point we have to understand is this, however."
12999,-3,-1,But America cannot stand pat.
13000,-3,-1,"We can't stand pat for the reason that we're in a race, as I've indicated."
13004,-3,-1,It means keeping America even stronger militarily than she is.
13005,-3,-1,It means seeing that our economy moves forward even faster than it has.
13006,-3,-1,It means making more progress in civil rights than we have so that we can be a splendid example for all the world to see - a democracy in action at its best.
13007,-3,-1,"Now, looking at the other parts of the world - South America - talking about our record and the previous one."
13008,-3,-1,"We had a good neighbor policy, yes."
13010,-3,-1,But let's look at it.
13011,-3,1,There were eleven dictators when we came into power in 1953 in Latin America.
13012,-3,1,There are only three left.
13014,-3,1,Twenty new countries in Africa during the course of this Administration.
13015,-3,1,Not one of them selected a Communist government.
13018,-3,-1,Am I trying to indicate that we have no problems in Africa or Latin America or Asia?
13020,-3,-1,"What I am trying to indicate is that the tide of history's on our side, and that we can keep it on our side, because we're on the right side."
13021,-3,-1,We're on the side of freedom.
13024,-3,1,"Because we are first in the world in space, as I've indicated; we are first in science; we are first in education, and we're going to move even further ahead with the kind of leadership that we can provide in these years ahead."
13025,-3,-1,One other point I would make: what could you do?
13027,-3,-1,And in the years to come it will be written that one or the other of us was elected and that he was or was not a great president.
13028,-3,-1,"What will determine whether Senator Kennedy or I, if I am elected, was a great president?"
13029,-3,-1,"It will not be our ambition that will determine it, because greatness is not something that is written on a campaign poster."
13030,-3,-1,"It will be determined to the extent that we represent the deepest ideals, the highest feelings and faith of the American people."
13031,-3,-1,"In other words, the next president, as he leads America and the free world, can be only as great as the American people are great."
13032,-3,-1,"And so I say in conclusion, keep America's faith strong."
13033,-3,-1,"See that the young people of America, particularly, have faith in the ideals of freedom and faith in God, which distinguishes us from the atheistic materialists who oppose us."
13085,-3,-1,We will meet our commitments to maintain the freedom and independence of West Berlin.
13090,-3,-1,"I resent it because th- it's an implication that Republicans have been trigger-happy and, therefore, would lead this nation into war."
13091,-3,-1,I would remind Senator Kennedy of the past fifty years.
13092,-3,-1,I would ask him to name one Republican president who led this nation into war.
13093,-3,1,There were three Democratic presidents who led us into war.
13094,-3,-1,I do not mean by that that one party is a war party and the other party is a peace party.
13095,-3,-1,But I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record.
13099,-3,-1,"As far as Berlin is concerned, there isn't any question about the necessity of defending Berlin; the rights of people there to be free; and there isn't any question about what the united American people - Republicans and Democrats alike - would do in the event there were an attempt by the Communists to take over Berlin."
13105,-3,-1,"Von Fremd, it would be completely irresponsible for a candidate for the presidency, or for a president himself, to indicate the course of action and the weapons he would use in the event of such an attack."
13106,-3,1,"I will say this: in the event that such an attack occurred and in the event the attack was a prelude to an attack on Formosa - which would be the indication today because the Chinese Communists say over and over again that their objective is not the offshore islands, that they consider them only steppingstones to taking Formosa - in the event that their attack then were a prelude to an attack on Formosa, there isn't any question but that the United States would then again, as in the case of Berlin, honor our treaty obligations and stand by our ally of Formosa."
13109,-3,-1,This is the history of dealing with dictators.
13110,-3,-1,This is something that Senator Kennedy and all Americans must know.
13114,-3,-1,Now what do the Chinese Communists want?
13116,-3,-1,"And the question is if you surrender or indicate in advance that you're not going to defend any part of the free world, and you figure that's going to satisfy them, it doesn't satisfy them."
13117,-3,-1,"It only whets their appetite; and then the question comes, when do you stop them?"
13124,-3,1,"Now when Senator Green, the chairman of the Senate Foreign Relations Committee, wrote to the President, he received back on the second of October, 1958 - ""neither you nor any other American need feel the U.S. will be involved in military hostilities merely in the defense of Quemoy and Matsu."""
13125,-3,-1,"Now, that is the issue."
13126,-3,-1,I believe we must meet our commitment to uh - Formosa.
13127,-3,-1,I support it and the Pescadores Island.
13128,-3,-1,That is the present American position.
13130,-3,1,Mr. Nixon suggests uh - that the United States should go to war if these two islands are attacked.
13131,-3,-1,"I suggest that if Formosa is attacked or the Pescadores, or if there's any military action in any area which indicates an attack on Formosa and the Pescadores, then of course the United States is at war to defend its treaty."
13132,-3,-1,"Now, I must say what Mr. Nixon wants to do is commit us - as I understand him, so that we can be clear if there's a disagreement - he wants us to be committed to the defense of these islands merely as the defense of these islands as free territory, not as part of the defense of Formosa."
13133,-3,1,"Admiral Yarnell, the commander of the Asiatic fleet, has said that these islands are not worth the bones of a single American."
13134,-3,1,The President of the United States has indicated they are not within the treaty area.
13135,-3,1,They were not within the treaty area when the treaty was passed in fifty-five.
13137,-3,-1,"This is a serious issue, and I think we ought to understand completely if we disagree, and if so, where."
13143,-3,-1,"Well I think we should st- strengthen our conventional forces, and we should attempt in January, February, and March of next year to increase the airlift capacity of our conventional forces."
13145,-3,-1,"It may be a long period, but we must - we must get started immediately."
13146,-3,-1,"Now on the question of disarmament, particularly nuclear disarmament, I must say that I feel that another effort should be made by a new Administration in January of 1961, to renew negotiations with the Soviet Union and see whether it's possible to come to some conclusion which will lessen the chances of contamination of the atmosphere, and also lessen the chances that other powers will begin to possess a nuclear capacity."
13150,-3,-1,"And to take a chance uh - now be - and not make every effort that we could make to provide for some control over these weapons, I think would be a great mistake."
13152,-3,1,"Less than a hundred people have been working throughout the entire federal government on this subject, and I believe it's been reflected in our success and failures at Geneva."
13155,-3,-1,We may be able to get satisfactory assurances.
13156,-3,-1,It may be necessary for us to begin testing again.
13157,-3,-1,"But I hope the next Administration - and if I have anything to do with it, the next Administration will - make one last great effort to provide for control of nuclear testing, control of nuclear weapons, if possible, control of outer space, free from weapons, and also to begin again the subject of general disarmament levels."
13159,-3,-1,"If we cannot succeed, then we must strengthen ourselves."
13160,-3,-1,"But I would make the effort because I think the fate not only of our own civilization, but I think the fate of world and the future of the human race is involved in preventing a nuclear war."
13164,-3,-1,"There isn't any question but that we must move forward in every possible way to reduce the danger of war; to move toward controlled disarmament; to control tests; but also let's have in mind this: when Senator Kennedy suggests that we haven't been making an effort, he simply doesn't know what he's talking about."
13165,-3,-1,It isn't a question of the number of people who are working in an Administration.
13168,-3,-1,"We have gone certainly the extra mile and then some in making offers to the Soviet Union on control of tests, on disarmament, and in every other way."
13170,-3,-1,"Yes, we should make a great effort."
13171,-3,-1,But under no circumstances must the United States ever make an agreement based on trust.
13172,-3,-1,There must be an absolute guarantee.
13173,-3,-1,"Now, just a comment on Senator Kennedy's last answer."
13174,-3,1,"He forgets that in this same debate on the Formosa resolution, which he said he voted for - which he did - that he voted against an amendment, or was recorded against an amendment - and on this particular - or for an amendment, I should say - which passed the Senate overwhelmingly, seventy to twelve."
13184,-3,1,"As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun."
13186,-3,-1,"So first it will be Quemoy and Matsu, next it may be Formosa."
13188,-3,-1,"My point is this: that once you do this - follow this course of action - of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return."
13191,-3,-1,"We learned our lesson again in Korea, We must not learn it again."
13192,-3,1,"That is why I think the Senate was right, including a majority of the Democrats, a majority of the Republicans, when they rejected Senator Kennedy's position in 1955."
13193,-3,1,"And incidentally, Senator Johnson was among those who rejected that position - voted with the seventy against the twelve."
13197,-3,-1,"And in this instance the good intentions, of course, are a desire for peace."
13203,-3,1,"Therefore that treaty does not commit the United States to defend anything except Formosa and the Pescadores, and to deal with acts against that treaty area."
13204,-3,1,I completely sustained the treaty.
13212,-3,-1,"To me that concept is completely repugnant."""
13213,-3,-1,So I stand with them.
13215,-3,-1,"I believe that we should meet our commitments, and if the Chinese Communists attack the Pescadores and Formosa, they know that it will mean a war."
13216,-3,-1,I would not ho- hand over these islands under any point of gun.
13225,-3,-1,They may - are not my style.
13226,-3,-1,"But I really don't think there's anything that I could say to President Truman that's going to cause him, at the age of seventy-six, to change his particular speaking manner."
13228,-3,-1,I'll just have to tell Mr. Morton that.
13229,-3,-1,If you'd pass that message on to him.
13233,-3,-1,"I just do want to say one thing, however."
13234,-3,-1,We all have tempers; I have one; I'm sure Senator Kennedy has one.
13236,-3,0,One thing I've noted as I've traveled around the country are the tremendous number of children who come out to see the presidential candidates.
13239,-3,-1,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to."
13241,-3,-1,"And I only hope that, should I win this election, that I could approach President Eisenhower in maintaining the dignity of the office; in seeing to it that whenever any mother or father talks to his child, he can look at the man in the White House and, whatever he may think of his policies, he will say: ""Well, there is a man who maintains the kind of standards personally that I would want my child to follow."""
13247,-3,-1,"Well, Mr. Cater, of course it's a criticism that uh - is being made."
13251,-3,1,"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there."
13252,-3,1,"Now, looking to the U-2 flights, I would like to point out that I have been supporting the President's position throughout."
13253,-3,-1,I think the President was correct in ordering these flights.
13254,-3,-1,"I think the President was correct, certainly, in his decision to continue the flights while the conference was going on."
13255,-3,0,"I noted, for example, in reading a - uh - a - a particular discussion that Senator Kennedy had with Dave Garroway shortly after the uh - his statement about regrets, that uh - he made the statement that he felt that these particular flights uh - were ones that shouldn't have occurred right at that time, and the indication was how would Mr. Khrushchev had felt if we had uh - had a flight over the uni- how would we have felt if Mr. Khrushchev ha - uh - had a flight over the United States while uh - he was visiting here."
13257,-3,-1,The answer is that the United States can't afford to have a es- an es - a espionage lack or should we s- uh - lag - or should I say uh - an intelligence lag - any more than we can afford to have a missile lag.
13258,-3,-1,"Now, referring to your question with regard to Quemoy and Matsu."
13259,-3,-1,What I object to here is the constant reference to surrendering these islands.
13260,-3,1,"Senator Kennedy quotes the record, which he read from a moment ago, but what he forgets to point out is that the key vote - a uh - vote which I've referred to several times - where he was in the minority was one which rejected his position."
13261,-3,-1,"Now, why did they reject it?"
13262,-3,-1,"For the very reason that those Senators knew, as the President of the United States knew, that you should not indicate to the Communists in advance that you're going to surrender an area that's free."
13264,-3,-1,Because they know as Senator Kennedy will have to know that if you do that you encourage them to more aggression.
13266,-3,1,"Well number one on Indochina, Mr. Nixon talked in - before the newspaper editors in the spring of 1954 about putting, and I quote him, ""American boys into Indochina."""
13273,-3,-1,"It still goes on, I would assume, on both sides."
13275,-3,-1,"Number three, the pre - Vice President suggests that we should keep the Communists in doubt about whether we would fight on Quemoy and Matsu."
13278,-3,1,He didn't take that position on Tibet.
13281,-3,1,Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba.
13284,-3,-1,"And therefore, I think, we should make it very clear the disagreement between Mr. Nixon and myself."
13293,-3,-1,"I do not suggest in any way, nor have I ever, that that indicates that Mr. Nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the Ku Klux Klan."
13296,-3,-1,I would disagree with it.
13298,-3,-1,And that's my view now.
13299,-3,-1,I disapprove of the issue.
13300,-3,-1,I do not suggest that Mr. Nixon does in any way.
13304,-3,-1,We can't settle for anything but the best.
13306,-3,-1,And that means that we can't have any test of religion.
13307,-3,-1,We can't have any test of race.
13308,-3,-1,It must be a test of a man.
13309,-3,-1,Also as far as religion is concerned.
13312,-3,-1,Communism is the enemy of all religions; and we who do believe in God must join together.
13313,-3,-1,We must not be divided on this issue.
13316,-3,-1,We cannot have it in our hearts.
13317,-3,-1,But we certainly cannot have it in a presidential campaign.
13321,-3,-1,"Mr. McGee, I am planning a speech on that subject next week."
13323,-3,-1,"Uh - I will say simply, in advance of it, that I believe that in this area, the laws which should be passed uh - as far as the big national emergency strikes are concerned, are ones that will give the president more weapons with which to deal with those strikes."
13324,-3,-1,"Now, I have a basic disagreement with Senator Kennedy, though, on this point."
13325,-3,1,"He has taken the position, when he first indicated in October of last year, that he would even favor compulsory arbitration as one of the weapons the president might have to stop a national emergency strike."
13327,-3,-1,I do not believe we should have either compulsory arbitration or seizure.
13328,-3,-1,"I think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government, and that will be a - be in the end, in my opinion, wage control; it would mean price control - all the things that we do not want."
13329,-3,-1,"I do believe, however, that we can give to the president of the United States powers, in addition to what he presently has in the fact finding area, which would enable him to be more effective than we have been in handling these strikes."
13330,-3,-1,One last point I should make.
13333,-3,-1,"And I only want to say that however good the record is, it's got to be better."
13334,-3,-1,"Because in this critical year - period of the sixties we've got to move forward, all Americans must move forward together, and we have to get the greatest cooperation possible between labor and management."
13335,-3,-1,We cannot afford stoppages of massive effect on the economy when we're in the terrible competition we're in with the Soviets.
13340,-3,1,I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.
13341,-3,-1,I don't know what other weapons the Vice President is talking about.
13342,-3,-1,"I'm talking about giving him four or five tools - not only the fact-finding committee that he now has under the injunction provision, not only the injunction, but also the power of the fact-finding commission to make recommendations - recommendations which would not be binding, but nevertheless would have great force of public opinion behind them."
13343,-3,-1,One of the additional powers that I would suggest would be seizure.
13349,-3,-1,"He can provide an injunction if there's a national emergency for eighty days, then the strike can go on; and there are no other powers or actions that the president could take unless he went to the Congress."
13358,-3,1,"Yes, I have stated in both uh - debates and state again that I believe in a balanced budget and have supported that concept during my fourteen years in the Congress."
13362,-3,1,We've spent more money on agriculture in the last eight years than the hundred years of the Agricultural Department before that.
13363,-3,1,"Secondly, I believe that the high interest-rate policy that this Administration has followed has added about three billion dollars a year to interest on the debt - merely funding the debt - which is a burden an the taxpayers."
13364,-3,-1,"I would hope, under a different monetary policy, that it would be possible to reduce that interest-rate burden, at least a billion dollars."
13366,-3,1,"Fourthly, I have suggested that the medical care for the aged - and the bill which the Congress now has passed and the President signed if fully implemented would cost a billion dollars on the Treasury - out of Treasury funds and a billion dollars by the states - the proposal that I have put forward and which many of the members of my party support is for medical care financed under Social Security; which would be financed under the Social Security taxes; which is less than three cents a day per person for medical care, doctors' bills, nurses, hospitals, when they retire."
13368,-3,-1,"So in my judgment we would spend more money in this Administration on aid to education, we'd spend more money on housing, we'd spend more money and I hope more wisely on defense than this Administration has."
13369,-3,-1,"But I believe that the next Administration should work for a balanced budget, and that would be my intention."
13374,-3,-1,"Now as far as his figures are concerned here tonight, he again is engaging in this, what I would call, mirror game of ""here-it-is-and-here-it-isn't."""
13382,-3,1,And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty-five percent rise in food prices that the people would have to pay.
13383,-3,-1,Now are we going to have that when it isn't going to help the farmers?
13384,-3,-1,I don't think we should have that kind of a program.
13385,-3,-1,Then he goes on to say that he's going to change the interest-rate situation and we're going to get some more money that way.
13392,-3,-1,"Mr. Drummond, I am never satisfied with the economic growth of this country."
13393,-3,-1,"I'm not satisfied with it even if there were no Communism in the world, but particularly when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly."
13394,-3,1,"Because even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union; even though the growth in this Administration has been twice as much as it was in the Truman Administration; that isn't good enough."
13395,-3,-1,Because America must be able to grow enough not only to take care of our needs at home for better education and housing and health - all these things we want.
13398,-3,-1,"Now, what do we do about it?"
13399,-3,-1,"And here I believe basically that what we have to do is to stimulate that sector of America, the private enterprise sector of the economy, in which there is the greatest possibility for expansion."
13400,-3,-1,So that is why I advocate a program of tax reform which will stimulate more investment in our economy.
13401,-3,-1,"In addition to that, we have to move on other areas that are holding back growth."
13402,-3,-1,"I refer, for example, to distressed areas."
13404,-3,-1,We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately.
13405,-3,-1,"That's why in this whole area of civil rights, the equality of opportunity for employment and education is not just for the benefit of the minority groups, it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need."
13406,-3,-1,"And in addition to that, we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth."
13409,-3,-1,Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America.
13413,-3,-1,"But we can and must move faster, and that's why I stand so strongly for programs that will move America forward in the sixties, move her forward so that we can stay ahead of the Soviet Union and win the battle for freedom and peace."
13417,-3,1,The fa- the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread.
13419,-3,1,The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.
13421,-3,-1,But anybody who suggests that that program would c- come to any figure indicated by the Vice President is in error.
13426,-3,1,But the Administration and the Republican majority in the Congress has opposed any realistic aid to education.
13427,-3,1,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added."
13428,-3,1,This Administration and this country last year had the lowest rate of economic growth - which means jobs - of any major industrialized society in the world in 1959.
13429,-3,-1,"And when we have to find twenty-five thousand new jobs a week for the next ten years, we're going to have to grow more."
13431,-3,1,The Democratic platform and others say five per cent.
13432,-3,-1,Many say four and a half per cent.
13433,-3,1,The last eight years the average growth has been about two and a half per cent.
13434,-3,-1,That's why we don't have full employment today.
13442,-3,-1,I believe all of those should be gone over in detail to make sure that no one is getting a tax break; to make sure that no one is getting away from paying the taxes he ought to pay.
13443,-3,-1,That includes oil; it includes all kinds of minerals; it includes everything within the range of taxation.
13446,-3,-1,Perhaps that oil abroad should be treated differently than the oil here at home.
13448,-3,-1,Particularly some of the smaller producers.
13449,-3,1,They're moving about eight or nine days in Texas.
13450,-3,-1,"But I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully."
13452,-3,-1,"I believe we should study this and other allowances; tax expense, dividend expenses and all the rest, and make a determination of how we can stimulate growth; how we can provide the revenues needed to move our country forward."
13455,-3,-1,I favor the present depletion allowance.
13456,-3,-1,"I favor it not because I want to make a lot of oil men rich, but because I want to make America rich."
13457,-3,-1,Why do we have a depletion allowance?
13458,-3,-1,"Because this is the stimulation, the incentive for companies to go out and explore for oil, to develop it."
13459,-3,-1,"If we didn't have a depletion allowance of certainly, I believe, the present amount, we would have our oil exploration cut substantially in this country."
13461,-3,-1,"And it's because of my belief that if America is going to have the growth that he talks about and that I talk about and that we want, the thing to do is not to discourage individual enterprise, not to discourage people to go out and discover more oil and minerals, but to encourage them."
13465,-3,0,"He also said a moment ago that we would get more money to finance his programs by revising the tax laws, including depletion."
13466,-3,1,"I should point out that as far as depletion allowances are concerned, the oil depletion allowance is one that provides eighty percent of all of those involved in depletion, so you're not going to get much from revenue insofar as depletion allowances are concerned, unless you move in the area that he indicated."
13468,-3,-1,I oppose it for the reasons that I mentioned.
13476,-3,-1,"Von Fremd, the first thing we have to do is to continue to keep confidence abroad in the American dollar."
13480,-3,-1,This one must be stepped up.
13481,-3,-1,"Beyond that, as far as the gold supply is concerned, and as far as the movement of gold is concerned, uh - we have to bear in mind that we must get more help from our allies abroad in this great venture in which all free men are involved of winning the battle for freedom."
13483,-3,-1,I think we have been right in carrying it.
13487,-3,-1,"That's why I am advocating, and will develop during the course of the next Administration - if, of course, I get the opportunity - a program in which we enlist more aid from these other countries on a concerted basis in the programs of economic development for Africa, Asia and Latin America."
13489,-3,-1,"We can a big share of it, but we've got to have more help from our friends abroad; and these three factors, I think, will be very helpful in reversing the gold flow which you spoke about."
13493,-3,-1,"If his record is the opposite of that, that means that he doesn't want to go into it."
13494,-3,-1,Now on the question of gold.
13495,-3,-1,"The difficulty, of course, is that we do have heavy obligations abroad, that we therefore have to maintain not only a favorable balance of trade but also send a good deal of our dollars overseas to pay our troops, maintain our bases, and sustain other economies."
13496,-3,-1,"In other words, if we're going to continue to maintain our position in the sixties, we have to maintain a sound monetary and fiscal policy."
13497,-3,-1,"We have to have control over inflation, and we also have to have a favorable balance of trade."
13498,-3,-1,We have to be able to compete in the world market.
13499,-3,-1,We have to be able to sell abroad more than we consume uh - from abroad if we're going to be able to meet our obligations.
13501,-3,1,"Now there isn't a dollar shortage, and yet many of these countries continue to move against our goods."
13503,-3,-1,We have to be sure to maintain that.
13504,-3,-1,"We have to persuade these other countries not to restrict our goods coming in, not to act as if there was a dollar gap; and third, we have to persuade them to assume some of the responsibilities that up till now we've maintained, to assist underdeveloped countries in Africa, Latin America and Asia make an economic breakthrough on their own."
13508,-3,-1,"Well, I think there are many uh - tests, Mr. Drummond, of prestige."
13509,-3,-1,"And the significance of prestige, really, is because we're so identified with the cause of freedom."
13511,-3,-1,There have been several indications that our prestige is not as high as it once was.
13515,-3,1,"Secondly, the economic growth of the Soviet Union is greater than ours."
13516,-3,1,Mr. Dulles has suggested it's from two to three times as great as ours.
13518,-3,1,"Three, a Gallup Poll taken in February asked people in ten countries which country they thought would be first in 1970, both scientifically and militarily."
13520,-3,1,"Four, in the votes at the U.N., particularly the vote dealing with Red China last Saturday, we received the support on the position that we had taken of only two African countries - one, Liberia, which had been tied to us for more than a century, and the other, Union of South Africa, which is not a popular country in Africa."
13522,-3,1,A - More countries voted against us in Asia on this issue than voted with us.
13526,-3,1,"Guinea and Ghana, two independent countries within the last three years - Guinea in fifty-seven, Ghana within the last eighteen months - both now are supporting the Soviet foreign policy at the U.N. Mr. Herter said so himself."
13528,-3,-1,So I would say our prestige is not so high.
13532,-3,-1,"Well, I would say first of all that Senator's - Kennedy's statement that he's just made is not going to help our Gallup Polls abroad and it isn't going to help our prestige either."
13533,-3,-1,Let's look at the other side of the coin.
13535,-3,-1,Let's look at the situation with regard to economic growth as it really is.
13537,-3,-1,Its growth rate is not what counts; it's whether it is catching up with us and it is not catching up with us.
13539,-3,-1,"We could look also at other items which Senator Kennedy has named, but I will only conclude by saying this: in this whole matter of prestige, in the final analysis, its whether you stand for what's right."
13540,-3,-1,"And getting back to this matter that we discussed at the outset, the matter of Quemoy and Matsu."
13542,-3,-1,"In other words, if the United States is going to maintain its strength and its prestige, we must not only be strong militarily and economically, we must be firm diplomatically."
13543,-3,-1,"Thi- Certainly we have been speaking, I know, of whether we should have retreat or defeat."
13544,-3,-1,Let's remember the way to win is not to retreat and not to surrender.
13592,-3,1,"There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more, but the truth is that middle-class Americans are basically the only group of Americans who've been taxed more in the 1980s and during the last 12 years, even though their incomes have gone down."
13593,-3,1,"The wealthiest Americans have been taxed much less, even though their incomes have gone up."
13595,-3,-1,"But my plan is a departure from trickle-down economics, just cutting taxes on the wealthiest Americans and getting out of the way."
13597,-3,-1,I propose an American version of what works in other countries -- I think we can do it better: invest and grow.
13598,-3,1,"I believe we can increase investment and reduce the deficit at the same time, if we not only ask the wealthiest Americans and foreign corporations to pay their share; we also provide over $100 billion in tax relief, in terms of incentives for new plants, new small businesses, new technologies, new housing, and for middle class families; and we have $140 billion of spending cuts."
13600,-3,-1,"Raise some more money, spend the money on tax incentives to have growth in the private sector, take the money from the defense cuts and reinvest it in new transportation and communications and environmental clean-up systems."
13603,-3,-1,I don't believe trickle down economics will work.
13606,-3,-1,I think we can do better if we have the courage to change.
13612,-3,1,"Well, he doesn't like trickle down government but I think he's talking about the Reagan-Bush years where we created 15 million jobs."
